bug_id,error_inducing
1060896,False
1170021,False
1249923,False
1141895,False
1195977,True
1257128,False
1285407,False
1126245,False
1257124,False
1126248,False
1257121,True
1041914,False
1185886,False
1092808,False
1073320,False
1185889,False
1041919,False
1103646,False
1263328,False
1266154,False
1246477,False
1068988,False
1129116,False
1068981,False
1276570,False
1276573,False
1276572,False
1276579,False
1203297,False
1253891,False
1172536,False
1172537,False
1172538,False
1264671,False
1264675,False
1264677,False
1264676,False
1264679,False
1158086,False
1132715,False
1077151,False
1137944,True
1132713,False
1077159,False
1182278,False
1182277,False
1293211,False
1293210,False
1184822,False
1184821,False
1184826,False
1184825,False
1275001,False
1158089,True
1090518,False
1235427,False
1283803,False
1090512,False
1265072,False
1286830,False
1265076,False
1154188,False
1156974,False
1259892,False
1290469,False
1259898,False
1154183,False
1154182,False
1154184,False
1154187,False
1254860,False
1128798,True
1128794,False
1176099,False
1176097,False
1167358,False
1212904,False
1176094,False
1097987,True
1145988,False
1108034,False
1108035,True
1145981,False
1292164,False
1257616,False
1103915,False
1136707,False
1129837,False
1263667,False
1296729,False
1263662,False
1269184,False
1269187,False
1114748,False
1261752,False
1144580,False
1261754,False
1266524,False
1266520,False
1226109,False
1263094,False
1276359,False
1119394,False
1268587,False
1100243,False
1146988,False
1146987,True
1248408,False
1144638,True
1248405,False
1064918,False
1144630,False
1144631,False
1210884,False
1044243,False
1098266,False
1255099,False
1147588,False
1074418,False
1105543,False
1106083,False
1103269,False
1106081,False
1106087,True
1103260,False
1146674,False
1289262,False
1146676,False
1146677,False
1102791,False
1143004,False
1207958,False
1295309,False
1058944,False
1119537,True
1250579,False
1079850,False
1152721,False
1267699,False
1250577,False
1250572,False
1258388,False
1135977,False
1258383,False
1069584,False
1057330,False
1057331,True
1157237,False
1057339,False
1276533,False
1168158,False
1168154,False
1168156,False
1168152,True
1227766,False
1061147,False
1101685,False
1062116,True
1084441,False
1154606,False
1102135,False
1102131,False
1058311,True
1112627,False
1112622,False
1101534,False
1156110,False
1156111,False
1156114,False
1156115,False
1258966,False
1140895,False
1142352,False
1142351,False
1164811,False
1164813,False
1164814,False
1164815,False
1216815,False
1216817,False
1140898,False
1216812,False
1216813,False
1251716,False
1251717,False
1251714,False
1251715,False
1251712,False
1251713,False
1251710,False
1143915,False
1251718,False
1286204,False
1191653,False
1242004,False
1242005,False
1062249,False
1204790,False
1180314,False
1180317,False
1180311,False
1220237,False
1196921,False
1048926,False
1196925,False
1196924,False
1048923,False
1163898,False
1183660,False
1163891,False
1163895,False
1168845,False
1167396,False
1050947,False
1050944,False
1167395,False
1167392,False
1212248,False
1167390,False
1212244,False
1212246,False
1257650,True
1157648,False
1114703,True
1159972,False
1114701,False
1114707,True
1256298,False
1159974,True
1121363,False
1256299,False
1096550,False
1158372,False
1277951,False
1090896,False
1277953,False
1116325,False
1116635,False
1208665,False
1158378,False
1116631,False
1208661,False
1208663,False
1255877,False
1255874,False
1287552,True
1255870,False
1192352,False
1192353,False
1192350,False
1192356,False
1200477,False
1243750,False
1113282,False
1068028,False
1063598,False
1068022,False
1068020,False
1068021,False
1145514,False
1068027,True
1068024,False
1145517,False
1207175,False
1200782,False
1069371,False
1095117,False
1189784,False
1162761,False
1162766,False
1159398,False
1063625,False
1271453,False
1161491,False
1256528,False
1161495,False
1215734,False
1055402,True
1256520,False
1256521,False
1055407,False
1120098,False
1120099,False
1123211,False
1162720,False
1232506,False
1232502,False
1117948,False
1159027,True
1287122,False
1189250,False
1120546,False
1068684,True
1201783,False
1197387,False
1209204,False
1209206,False
1084419,False
1201437,True
1270721,False
1201438,False
1111628,False
1161239,False
1161238,False
1054756,True
1054755,True
1054753,False
1068970,False
1253824,False
1203463,False
1068975,True
1054759,False
1296186,False
1160720,False
1160724,False
1244074,True
1069089,False
1179071,True
1046921,False
1296185,False
1220822,False
1179078,False
1046929,False
1249875,False
1065309,False
1247854,False
1247855,False
1197968,False
1197967,False
1230907,False
1283666,False
1230902,False
1094791,False
1127012,False
1056458,False
1056459,False
1166405,False
1056455,False
1056452,True
1231364,False
1231362,False
1165802,False
1195523,False
1165807,False
1050128,False
1285364,False
1082154,False
1050123,False
1050124,True
1050127,False
1116390,False
1285365,False
1171203,False
1171201,False
1171200,False
1272475,False
1171208,False
1175182,False
1274732,False
1126655,False
1238576,False
1238575,False
1295570,False
1238571,False
1277188,False
1077312,False
1217807,False
1250031,False
1217802,False
1174588,False
1077318,False
1224050,False
1174584,False
1174583,True
1093223,False
1175239,False
1175233,False
1175231,False
1230015,False
1230010,False
1130429,False
1246066,False
1246068,False
1130420,False
1087257,False
1272294,False
1139709,False
1134559,False
1163404,False
1272298,False
1296911,False
1296912,False
1235629,False
1238522,False
1186521,False
1076597,False
1250048,False
1233666,False
1134082,False
1134083,False
1109302,False
1294207,False
1233668,False
1060087,False
1235995,True
1128559,False
1125302,False
1086708,True
1252913,False
1260572,False
1260577,False
1233598,False
1173171,False
1264264,False
1080709,False
1141660,False
1141661,False
1228020,False
1225018,False
1225019,False
1228028,False
1228029,False
1223310,False
1042823,True
1042824,True
1042825,False
1247089,False
1247082,False
1186779,True
1186774,False
1186770,False
1278996,False
1138899,False
1138898,False
1278992,False
1181204,False
1138897,False
1229642,True
1261223,False
1261226,False
1240196,False
1240197,False
1240193,False
1240190,False
1177690,False
1140131,False
1153688,False
1140134,False
1132134,False
1109467,False
1224833,False
1240441,False
1210717,False
1117757,False
1224834,False
1047248,False
1284486,False
1158543,False
1070732,False
1227561,False
1227567,True
1227569,False
1073425,False
1059208,False
1146472,False
1146471,False
1059202,False
1255779,False
1059207,False
1059204,False
1070888,False
1156754,False
1156752,False
1136930,False
1136931,False
1152443,False
1221923,False
1241714,False
1241713,False
1271972,False
1245627,False
1082835,False
1082837,False
1066504,False
1082839,False
1268725,False
1073282,False
1286193,False
1072778,False
1193196,False
1220037,True
1072773,False
1072775,True
1220031,True
1077057,False
1157084,False
1157086,False
1157081,False
1157083,False
1053164,False
1072483,False
1076903,False
1076906,False
1076904,False
1076909,False
1282247,False
1096795,False
1096790,False
1184325,False
1180663,False
1266933,False
1290975,False
1221073,False
1290971,False
1290973,False
1251214,False
1129325,False
1106947,True
1105369,False
1129326,False
1129321,False
1104027,False
1105360,False
1140954,False
1245302,False
1207376,False
1207375,False
1090305,False
1207378,True
1186890,False
1186892,False
1268285,False
1186896,False
1135351,False
1063021,False
1063020,False
1135354,False
1272436,False
1222522,False
1168735,False
1168732,False
1052343,True
1052346,False
1189011,False
1189010,False
1269885,False
1247532,False
1154068,True
1269882,False
1255438,False
1154061,True
1187145,False
1187144,False
1187146,False
1128050,False
1128052,False
1187142,False
1247536,False
1187149,False
1267958,False
1268424,False
1186236,False
1285287,False
1108303,False
1268428,False
1145824,True
1260630,False
1260636,False
1260639,False
1088559,False
1085701,False
1088550,True
1088552,True
1160521,False
1160527,False
1279914,False
1088084,False
1151155,False
1151154,False
1059940,False
1151152,False
1278763,False
1225752,False
1206961,True
1099305,False
1206964,False
1094552,True
1160298,False
1160295,True
1061318,False
1257039,False
1215977,False
1215974,False
1285554,False
1257037,False
1257036,False
1257031,False
1257030,False
1288301,False
1257032,False
1169120,False
1169126,False
1169125,False
1281424,False
1169129,True
1178261,True
1178266,False
1253902,False
1064895,False
1064894,False
1064890,False
1289652,False
1289653,False
1266772,False
1289655,False
1157874,False
1226319,False
1190313,False
1157873,False
1226311,False
1063837,False
1226316,False
1050456,False
1121099,False
1054340,False
1211587,False
1123824,False
1123825,False
1211586,False
1211585,False
1106122,False
1106124,False
1205266,False
1248675,False
1255685,False
1093028,False
1072144,True
1255682,False
1255683,False
1093020,False
1151849,False
1151848,False
1216999,False
1151840,False
1194905,False
1194906,False
1194900,False
1194903,False
1069941,True
1214629,False
1282025,False
1282026,False
1190488,False
1256341,False
1256342,False
1168293,False
1168291,False
1295111,False
1168299,False
1195051,True
1227045,False
1195054,False
1174542,False
1195058,False
1210235,False
1196887,False
1048888,False
1196882,True
1196880,False
1216664,False
1294448,False
1120324,False
1057105,False
1171796,False
1190733,False
1057100,False
1290566,False
1290567,False
1290560,False
1191289,True
1185157,False
1265941,False
1189860,False
1117350,True
1056857,False
1117357,False
1180506,True
1294994,False
1196773,False
1180509,False
1196776,False
1238160,False
1153570,False
1153579,False
1285751,False
1290698,False
1158498,False
1251697,False
1241550,False
1204610,False
1204613,False
1204615,False
1204614,False
1204616,False
1204619,False
1204618,False
1142143,False
1142140,False
1215892,False
1111199,False
1091533,False
1111194,True
1111190,False
1251527,False
1251523,False
1206102,False
1206107,False
1206105,False
1257593,False
1257594,False
1127679,False
1242632,False
1234802,False
1234801,False
1234800,True
1234809,False
1268822,False
1167215,False
1123151,True
1067207,False
1188356,False
1049825,False
1150005,False
1150001,False
1192252,True
1159722,False
1159727,False
1213151,False
1113323,False
1121530,False
1296594,False
1159729,False
1123002,False
1123003,False
1123000,False
1123006,False
1123007,False
1123004,False
1115246,False
1115248,False
1123008,False
1123009,False
1292870,False
1209904,False
1244773,False
1244770,False
1271356,False
1200623,False
1200624,False
1200626,False
1095098,False
1177907,False
1160887,True
1160884,False
1246605,False
1246606,False
1191598,False
1080987,False
1080986,False
1276295,False
1284099,False
1095320,False
1243275,False
1215509,False
1120664,False
1198039,False
1120662,False
1197028,False
1231974,False
1231975,True
1282871,False
1231977,False
1197022,False
1231972,False
1231973,True
1284324,False
1199345,False
1194590,False
1122750,False
1174286,False
1174287,False
1174288,False
1122758,False
1051190,False
1201575,False
1113744,False
1232087,False
1273260,False
1193610,False
1270082,False
1236473,False
1057933,False
1236476,False
1194044,False
1132584,False
1247955,False
1132586,False
1247953,False
1175881,False
1228641,False
1273190,False
1094056,False
1094057,False
1094052,False
1082583,False
1077294,False
1171416,False
1275698,False
1174422,False
1180291,False
1083670,False
1275694,False
1083672,False
1077299,False
1077298,False
1275693,False
1241656,False
1241650,False
1241651,False
1239015,False
1133187,False
1133189,True
1239018,False
1050713,False
1129523,True
1164763,False
1138668,False
1138669,False
1164766,False
1129526,False
1164764,False
1129529,False
1277026,False
1277027,False
1109802,False
1109800,False
1277028,False
1240416,False
1235812,False
1235810,False
1235817,False
1235815,False
1172141,False
1172144,False
1252565,False
1263018,False
1048699,False
1246382,False
1087356,False
1048695,False
1246389,False
1246388,False
1221276,False
1221274,False
1221275,False
1173818,False
1173811,True
1221279,False
1225194,False
1225192,False
1276642,False
1276644,False
1076657,False
1296152,False
1280951,False
1042163,False
1128690,False
1128691,False
1163239,True
1163238,False
1139132,False
1134325,False
1134324,False
1225221,False
1215356,False
1217941,False
1260439,False
1256942,False
1177247,False
1177246,False
1255181,False
1177243,False
1177242,True
1269719,False
1233410,False
1109112,False
1264545,False
1109118,False
1264540,False
1258168,False
1144317,False
1276435,False
1152951,False
1119742,False
1119743,False
1147668,False
1147669,False
1119747,False
1140166,False
1043787,False
1147660,True
1147662,False
1287246,True
1273661,False
1287244,False
1135745,False
1259338,False
1245027,False
1264091,False
1278569,False
1264092,False
1264095,False
1259335,False
1228382,False
1042788,False
1179944,True
1141498,False
1067984,False
1060200,True
1179948,False
1247160,False
1108995,False
1140363,False
1140364,False
1067989,False
1139743,False
1226556,False
1261388,False
1261386,False
1261384,False
1261382,True
1219088,False
1219085,False
1181078,False
1181073,False
1289857,False
1044256,False
1229853,False
1229850,False
1226884,False
1229857,False
1134599,False
1074401,True
1229859,True
1214766,False
1134778,False
1146201,True
1146202,False
1059432,False
1155726,False
1221575,False
1155722,False
1267560,True
1220480,False
1220481,False
1102341,False
1221576,False
1102347,False
1210108,False
1217737,False
1066312,False
1066313,True
1267568,True
1066319,True
1205109,False
1070966,False
1205100,False
1070962,True
1070960,False
1135827,False
1262125,False
1139953,True
1075615,True
1185792,False
1185793,False
1185790,False
1185799,True
1072528,False
1183439,False
1183431,False
1183433,True
1227140,False
1157476,False
1058470,False
1096181,False
1151736,False
1151731,False
1266926,False
1267036,False
1206746,False
1142437,False
1142434,False
1142433,True
1118820,True
1118826,True
1079245,False
1172805,False
1172800,False
1097587,False
1097585,False
1288581,False
1196579,True
1178842,False
1067442,False
1178847,True
1183291,False
1144875,False
1144876,True
1183296,False
1062541,False
1157290,False
1062546,False
1062545,False
1157293,False
1212610,False
1053733,False
1157299,False
1159520,False
1182744,False
1182740,False
1182742,False
1054965,False
1054967,False
1169695,False
1169690,False
1169692,True
1060945,False
1060944,False
1060947,False
1287185,False
1186911,False
1287182,False
1098696,True
1293995,False
1235956,False
1159290,False
1247880,False
1123576,False
1118179,False
1150120,False
1150127,False
1150124,False
1118170,False
1090170,False
1127264,False
1090174,False
1112222,False
1095521,False
1095527,False
1095524,False
1255316,False
1210924,False
1098343,False
1255312,False
1161040,False
1215341,True
1161049,True
1279312,False
1067998,False
1256956,False
1160316,False
1160313,False
1160311,False
1192989,False
1280630,True
1280637,False
1280635,False
1192982,False
1192986,False
1214248,False
1288401,False
1193055,False
1236673,False
1193050,True
1100080,False
1100083,False
1265368,False
1137580,False
1051606,False
1051604,False
1295636,False
1108709,False
1238707,False
1055776,False
1122228,False
1119225,False
1112236,False
1055773,False
1119220,False
1119228,False
1204070,False
1204073,True
1151296,False
1204076,False
1107194,False
1151299,False
1107193,False
1088328,False
1278041,False
1085134,False
1272004,False
1285692,False
1215834,False
1281582,False
1188156,False
1188155,False
1281581,False
1188150,False
1175714,False
1107443,False
1178542,False
1167834,False
1211334,False
1211335,True
1211337,False
1214126,False
1211331,False
1289757,False
1211339,True
1194208,False
1103858,False
1153478,False
1089745,False
1178098,True
1164564,False
1164567,False
1178091,True
1164569,False
1178092,False
1093813,False
1057600,False
1057601,False
1057602,False
1153475,False
1122944,False
1230286,False
1122946,False
1156629,False
1122948,False
1239154,False
1239152,False
1239153,False
1239151,False
1228277,False
1275160,False
1106713,False
1106719,False
1058809,False
1207864,False
1207863,False
1207862,False
1058801,False
1058807,False
1207868,False
1110164,False
1273833,False
1243453,False
1273835,False
1273838,False
1293986,False
1163038,False
1163035,False
1251011,False
1163030,False
1201832,False
1238824,False
1201667,False
1213203,False
1238286,False
1238282,False
1199952,False
1119803,True
1290710,False
1238827,False
1049325,True
1049326,False
1049327,True
1049321,False
1260950,False
1049323,False
1162078,False
1159884,False
1270331,False
1047433,False
1047436,False
1080352,False
1080358,False
1289624,False
1208978,False
1247364,False
1208977,False
1247362,False
1208973,True
1148376,False
1148375,False
1114329,False
1296381,False
1111788,True
1068199,True
1111785,False
1111786,False
1111787,True
1068193,False
1275863,False
1275866,False
1275867,False
1242469,False
1212153,False
1242462,False
1242464,False
1242465,False
1161526,False
1211306,False
1283368,False
1277646,False
1245673,False
1116787,False
1277649,False
1121706,False
1124957,False
1124956,False
1124951,False
1124950,False
1121701,False
1121700,False
1237265,False
1192043,False
1211001,False
1123631,False
1080821,False
1131955,False
1286317,False
1243337,False
1243335,False
1084302,False
1209731,False
1243331,False
1271523,False
1271521,False
1209739,False
1271525,False
1276062,False
1245276,False
1245277,False
1276066,False
1245272,False
1276068,False
1273018,False
1069716,False
1069719,False
1110952,False
1110950,False
1110956,False
1283278,False
1227914,False
1227917,False
1228950,False
1240735,False
1240730,False
1199131,False
1240739,False
1125776,True
1043843,False
1125770,False
1185803,False
1185800,True
1288483,False
1130330,False
1272764,False
1139818,False
1272767,False
1272768,False
1280338,False
1132794,False
1132796,True
1251134,False
1235132,False
1109636,False
1221673,False
1275089,False
1171629,True
1275086,False
1073909,False
1275081,False
1275082,False
1275083,False
1072050,False
1164042,False
1138141,False
1259819,False
1224436,False
1221407,False
1221406,False
1224433,False
1259811,False
1173662,False
1259812,False
1173666,False
1173665,False
1042089,False
1176011,False
1229237,True
1077738,False
1229235,False
1136471,False
1274687,False
1263192,False
1138499,False
1126941,False
1076283,False
1138495,False
1187512,False
1187511,False
1118372,True
1071771,False
1042338,False
1071774,False
1071777,False
1230163,False
1234773,False
1268674,False
1268677,False
1234778,False
1087145,False
1077002,False
1260084,False
1144509,False
1144505,False
1144507,False
1144501,False
1222174,False
1222175,False
1222170,False
1222171,False
1222172,False
1053135,False
1122447,True
1276852,False
1276850,False
1237492,False
1279887,False
1137780,True
1279889,False
1121417,False
1223808,True
1063962,True
1045739,False
1295434,False
1060431,True
1295439,False
1060437,False
1182946,False
1137437,False
1182945,False
1062683,False
1210803,False
1075253,False
1075251,False
1181916,False
1233208,False
1121936,False
1181912,False
1181913,False
1267617,False
1121937,False
1041883,False
1227274,False
1273759,False
1146907,False
1146904,False
1146902,False
1154356,False
1154352,False
1214321,False
1101602,False
1202940,False
1217677,False
1154687,False
1265759,False
1154683,True
1218499,False
1218496,False
1218497,False
1258476,False
1185340,True
1185343,True
1138967,True
1066878,False
1254761,False
1214498,False
1214493,False
1214490,False
1170500,False
1190210,False
1214495,False
1191168,False
1061475,False
1073597,False
1073594,False
1191167,False
1210375,False
1218148,False
1263975,False
1097283,False
1097289,False
1218142,False
1218143,False
1218146,False
1218147,False
1169869,False
1220728,False
1169860,False
1169867,False
1155089,False
1207752,False
1074612,False
1074614,False
1074615,False
1073043,False
1188540,True
1188545,True
1100955,False
1271096,False
1058392,False
1058396,False
1058395,False
1058394,False
1058399,True
1155558,False
1184432,False
1156190,False
1156197,False
1143620,False
1098958,False
1234374,False
1150697,False
1150696,False
1150691,False
1106657,False
1289957,True
1279740,False
1113179,False
1216234,False
1079695,True
1276930,False
1205738,False
1143994,False
1143995,False
1205733,False
1279744,False
1286281,False
1286283,False
1221891,False
1072316,False
1072313,False
1072310,False
1244611,False
1196308,False
1250842,False
1180971,False
1063511,False
1180978,False
1058538,False
1269928,False
1213773,False
1213776,False
1213775,False
1152026,False
1290269,False
1158046,False
1152023,False
1290264,False
1290263,False
1189709,False
1182539,True
1052454,False
1182533,False
1296143,False
1189702,False
1182537,False
1189704,False
1159310,False
1091140,False
1120014,False
1120016,True
1120017,True
1115438,False
1211957,False
1286423,False
1115437,False
1207465,False
1201700,False
1201703,False
1068603,False
1119921,False
1119923,False
1119926,False
1119927,False
1153649,True
1202171,False
1202176,False
1248838,False
1202175,False
1202179,False
1167576,False
1222812,False
1167579,False
1212427,False
1144794,False
1251071,False
1169088,False
1094248,False
1214864,False
1169086,True
1192536,False
1137515,False
1056367,False
1127542,False
1192539,False
1268336,False
1186787,False
1268332,False
1186780,False
1122526,False
1084140,False
1121879,False
1121878,False
1121871,False
1186783,False
1082662,False
1082663,False
1190970,False
1190972,False
1190973,False
1127091,False
1127090,False
1084499,False
1100168,False
1100169,False
1218694,False
1100164,False
1209286,False
1084496,False
1085369,False
1277278,False
1248163,False
1248162,False
1160104,False
1248160,False
1160102,False
1200158,True
1160101,False
1227527,False
1122387,False
1093730,False
1122383,False
1165558,False
1231051,False
1061808,False
1285248,False
1231055,False
1285243,False
1285242,False
1251921,False
1251922,False
1220939,False
1055105,False
1165885,False
1165887,False
1217884,False
1217887,False
1217880,False
1280391,False
1111848,False
1111842,False
1083204,False
1109431,False
1109430,False
1109437,True
1294171,False
1230096,False
1120839,False
1230091,False
1230092,False
1163488,False
1163489,False
1269646,False
1163486,True
1163487,False
1163484,False
1163485,False
1257181,False
1257180,False
1201287,False
1238433,False
1089467,False
1296990,False
1242203,False
1089463,False
1242205,False
1063156,True
1178359,False
1175104,True
1178354,False
1109389,False
1109388,False
1173463,False
1116865,True
1173467,False
1116867,False
1117197,False
1117196,False
1237420,False
1232417,False
1225726,False
1237847,False
1237842,False
1121129,False
1048793,False
1048799,False
1281047,False
1232418,False
1131371,False
1131370,False
1042536,False
1252687,False
1179753,False
1179752,False
1243557,False
1234571,False
1243554,False
1234575,False
1227312,False
1243559,True
1049317,True
1117735,False
1290108,False
1124036,False
1110336,False
1110337,False
1124031,True
1232935,False
1149745,False
1046197,False
1124039,True
1087435,False
1071575,False
1091801,False
1071571,False
1240116,False
1182017,False
1082957,False
1240118,True
1081871,False
1081873,False
1043669,False
1274212,False
1081879,False
1274211,False
1043663,False
1274214,False
1274215,False
1178721,False
1047571,False
1177615,True
1213431,True
1213437,False
1213436,False
1213438,False
1063327,False
1296467,False
1087892,False
1130969,False
1268215,False
1111063,False
1111065,False
1278919,False
1115776,False
1115779,False
1232069,True
1181781,False
1267983,False
1175920,False
1247666,False
1267227,False
1170343,False
1170344,False
1206675,False
1274962,False
1274964,False
1122160,False
1198181,False
1084504,False
1198187,False
1198186,False
1198188,False
1075980,True
1075984,False
1074056,False
1074054,False
1126361,False
1133260,False
1257264,False
1198459,True
1198458,True
1198453,False
1198451,False
1198450,False
1276183,False
1276184,False
1276185,False
1262757,False
1265436,False
1170837,False
1276231,False
1129015,False
1273603,False
1076983,False
1076986,False
1265296,False
1246229,False
1246227,False
1096716,False
1246220,False
1171122,False
1171120,False
1174330,False
1171127,False
1171124,False
1171125,False
1172470,False
1079321,False
1079320,False
1079325,False
1079324,False
1287717,False
1079328,False
1287710,False
1287712,False
1240945,False
1219954,False
1219953,False
1052610,False
1076366,False
1130101,False
1275766,False
1142803,False
1096023,False
1235308,False
1148862,False
1148861,False
1235301,False
1235306,False
1235305,False
1148868,False
1260329,False
1260328,False
1260327,False
1265136,False
1265131,True
1265133,False
1156834,False
1229376,False
1262783,False
1262781,False
1062919,False
1108179,False
1108177,False
1278271,False
1221616,False
1221610,False
1278276,False
1259600,False
1259601,False
1221619,False
1176206,False
1176205,False
1183932,False
1141386,False
1182042,False
1263787,False
1182046,False
1263782,False
1182048,True
1263789,False
1181890,False
1181894,False
1181897,False
1181896,False
1217001,False
1187722,False
1266448,False
1187724,False
1187727,False
1118502,False
1266444,False
1155339,False
1261491,False
1276955,True
1263439,False
1263436,False
1100367,False
1100360,True
1147973,False
1181768,False
1181763,False
1181765,False
1144779,False
1261140,False
1248360,False
1261143,False
1261144,False
1261146,False
1248366,False
1137573,False
1137572,False
1150867,False
1137578,False
1105468,False
1177152,False
1177155,True
1177156,False
1108289,False
1105463,False
1211741,False
1214519,True
1214516,False
1214514,False
1214511,False
1102852,False
1102855,False
1219178,False
1102858,True
1098039,False
1061393,False
1152645,False
1152647,False
1119670,False
1061395,False
1255605,False
1250234,False
1075049,False
1193977,False
1226936,False
1226931,False
1071238,False
1194986,False
1168219,False
1267421,False
1168212,False
1295197,False
